Date 06/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.81,63,,
Unit:(Rs./Kg.),Wheat,31.38,53,,
,Atta (Wheat),37.06,70,,
,Gram Dal,84.29,107,,
,Tur/Arhar Dal,118.49,165,,
,Urad Dal,114.81,157,,
,Moong Dal,109.51,148,,
,Masoor Dal,86.77,108,,
,Sugar,45.58,60,,
,Milk @,58.24,82,,
,Groundnut Oil (Packed),186.68,254,,
,Mustard Oil (Packed),174.39,242,,
,Vanaspati (Packed),153.83,231,,
,Soya Oil (Packed),145.63,187,,
,Sunflower Oil (Packed),159.15,231,,
,Palm Oil (Packed),129.58,177,,
,Gur,54.73,133,,
,Tea Loose,264.31,520,,
,Salt Pack (Iodised),21.48,32,,
,Potato,25.19,51,,
,Onion,26.79,60,,
,Tomato,39.12,107,,
