,Date 09/05/2026
Rice,42.09
Wheat,31.0
Atta (Wheat),36.93
Gram Dal,84.35
Tur/Arhar Dal,121.77
Urad Dal,117.8
Moong Dal,110.85
Masoor Dal,88.98
Sugar,46.69
Milk @,60.02
Groundnut Oil (Packed),201.09
Mustard Oil (Packed),189.22
Vanaspati (Packed),160.74
Soya Oil (Packed),159.45
Sunflower Oil (Packed),184.85
Palm Oil (Packed),144.94
Gur,57.48
Tea Loose,269.1
Salt Pack (Iodised),21.79
Potato,20.01
Onion,25.13
Tomato,34.37
Bajra (whole),38.12
Jowar (whole),44.2
Maida (wheat),41.67
Ragi (whole),55.45
Suji (whole),46.42
Besan,95.4
Desi Ghee,687.95
Butter (Pasteurised),58.92
Eggs,79.42
Brinjal,39.72
Black Pepper (whole),87.22
Coriander (whole),38.47
Cummin Seed (whole),41.32
Red Chillies (whole),29.03
Turmeric (powder),16.24
Banana,48.33
Ginger,25.98
Garlic,36.07
