Date 10/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.56,64,,
Unit:(Rs./Kg.),Wheat,31.14,55,,
,Atta (Wheat),36.63,71,,
,Gram Dal,86.4,140,,
,Tur/Arhar Dal,124,185,,
,Urad Dal,116.04,157,,
,Moong Dal,111.38,148,,
,Masoor Dal,88.1,130,,
,Sugar,45.89,60,,
,Milk @,59.12,83,,
,Groundnut Oil (Packed),188.07,279,,
,Mustard Oil (Packed),171.51,242,,
,Vanaspati (Packed),155.76,231,,
,Soya Oil (Packed),146.8,189,,
,Sunflower Oil (Packed),160.66,231,,
,Palm Oil (Packed),132.44,182,,
,Gur,55.08,150,,
,Tea Loose,271.79,600,,
,Salt Pack (Iodised),21.27,32,,
,Potato,25.11,60,,
,Onion,26.27,73,,
,Tomato,29.34,100,,
