Date 05/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42,63,,
Unit:(Rs./Kg.),Wheat,31.82,54,,
,Atta (Wheat),37.28,69,,
,Gram Dal,86.65,140,,
,Tur/Arhar Dal,116.13,182,,
,Urad Dal,114.06,157,,
,Moong Dal,110.06,148,,
,Masoor Dal,89.03,130,,
,Sugar,46.63,60,,
,Milk @,59.77,84,,
,Groundnut Oil (Packed),188.47,254,,
,Mustard Oil (Packed),189.27,261,,
,Vanaspati (Packed),156.3,231,,
,Soya Oil (Packed),147.51,198,,
,Sunflower Oil (Packed),161.16,231,,
,Palm Oil (Packed),131.8,190,,
,Gur,56.84,127,,
,Tea Loose,270.34,600,,
,Salt Pack (Iodised),21.32,33,,
,Potato,24.7,52,,
,Onion,28.33,60,,
,Tomato,47.22,120,,
