Date 11/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.64,64,,
Unit:(Rs./Kg.),Wheat,31.33,55,,
,Atta (Wheat),36.72,71,,
,Gram Dal,86.37,140,,
,Tur/Arhar Dal,123.54,185,,
,Urad Dal,116.27,157,,
,Moong Dal,111.2,148,,
,Masoor Dal,88.28,130,,
,Sugar,45.87,60,,
,Milk @,59.2,83,,
,Groundnut Oil (Packed),188.17,279,,
,Mustard Oil (Packed),171.68,242,,
,Vanaspati (Packed),155.66,231,,
,Soya Oil (Packed),146.76,189,,
,Sunflower Oil (Packed),160.59,231,,
,Palm Oil (Packed),132.3,182,,
,Gur,55.24,150,,
,Tea Loose,270.73,523,,
,Salt Pack (Iodised),21.23,32,,
,Potato,25.19,60,,
,Onion,26.48,75,,
,Tomato,30.42,100,,
