,Date 19/05/2026
Rice,43.25
Wheat,30.97
Atta (Wheat),36.88
Gram Dal,85.11
Tur/Arhar Dal,122.58
Urad Dal,118.35
Moong Dal,111.46
Masoor Dal,90.09
Sugar,46.69
Milk @,60.0
Groundnut Oil (Packed),201.16
Mustard Oil (Packed),189.83
Vanaspati (Packed),161.23
Soya Oil (Packed),159.83
Sunflower Oil (Packed),185.49
Palm Oil (Packed),144.77
Gur,57.81
Tea Loose,274.18
Salt Pack (Iodised),21.77
Potato,21.16
Onion,25.75
Tomato,37.06
Bajra (whole),37.75
Jowar (whole),43.74
Maida (wheat),41.92
Ragi (whole),54.53
Suji (whole),46.99
Besan,95.63
Desi Ghee,686.25
Butter (Pasteurised),59.07
Eggs,78.91
Brinjal,40.19
Black Pepper (whole),87.67
Coriander (whole),38.81
Cummin Seed (whole),40.9
Red Chillies (whole),28.92
Turmeric (powder),16.48
Banana,48.24
Ginger,27.43
Garlic,37.42
