,Date 18/06/2026
Rice,43.62
Broken Rice,32.84
Wheat,30.91
Atta (Wheat),36.74
Gram Dal,85.6
Tur/Arhar Dal,122.87
Urad Dal,118.65
Moong Dal,111.44
Masoor Dal,89.83
Sugar,46.91
Milk @,60.61
Groundnut Oil (Packed),202.65
Mustard Oil (Packed),192.34
Vanaspati (Packed),163.41
Soya Oil (Packed),162.09
Sunflower Oil (Packed),187.63
Palm Oil (Packed),147.02
Gur,58.42
Tea Loose,275.04
Salt Pack (Iodised),21.96
Potato,21.88
Onion,27.39
Tomato,44.18
Bajra (whole),37.78
Jowar (whole),43.99
Maida (wheat),42.03
Ragi (whole),54.74
Suji (whole),47.16
Besan,95.79
Desi Ghee,689.5
Butter (Pasteurised),59.3
Eggs,81.14
Brinjal,41.69
Black Pepper (whole),88.04
Coriander (whole),40.33
Cummin Seed (whole),41.11
Red Chillies (whole),29.34
Turmeric (powder),16.54
Banana,48.96
Ginger,30.18
Garlic,39.1
