Date 31/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.35,64,,
Unit:(Rs./Kg.),Wheat,31.19,55,,
,Atta (Wheat),36.76,71,,
,Gram Dal,86.26,140,,
,Tur/Arhar Dal,123.93,185,,
,Urad Dal,116.38,157,,
,Moong Dal,111.5,148,,
,Masoor Dal,87.59,130,,
,Sugar,45.94,62,,
,Milk @,59.21,82,,
,Groundnut Oil (Packed),186.77,279,,
,Mustard Oil (Packed),170.9,242,,
,Vanaspati (Packed),156.46,231,,
,Soya Oil (Packed),147.71,189,,
,Sunflower Oil (Packed),161.46,231,,
,Palm Oil (Packed),134.1,182,,
,Gur,55.05,147,,
,Tea Loose,267.81,530,,
,Salt Pack (Iodised),21.28,31,,
,Potato,24.63,60,,
,Onion,26.01,60,,
,Tomato,25.43,100,,
