Date 31/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.14,64,,
Unit:(Rs./Kg.),Wheat,31.72,54,,
,Atta (Wheat),37.2,71,,
,Gram Dal,87.04,140,,
,Tur/Arhar Dal,115.4,182,,
,Urad Dal,113.64,170,,
,Moong Dal,110.48,150,,
,Masoor Dal,89.47,130,,
,Sugar,46.62,60,,
,Milk @,59.35,85,,
,Groundnut Oil (Packed),187.97,286,,
,Mustard Oil (Packed),187.43,257,,
,Vanaspati (Packed),156.45,231,,
,Soya Oil (Packed),146.32,198,,
,Sunflower Oil (Packed),164.55,231,,
,Palm Oil (Packed),132.84,179,,
,Gur,57.59,130,,
,Tea Loose,273.08,600,,
,Salt Pack (Iodised),21.61,35,,
,Potato,26.42,61,,
,Onion,26.7,60,,
,Tomato,39.02,120,,
