Date 12/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.42,68,,
Unit:(Rs./Kg.),Wheat,32.08,58,,
,Atta (Wheat),37.18,70,,
,Gram Dal,94.23,140,,
,Tur/Arhar Dal,159.01,193,,
,Urad Dal,124.13,167,,
,Moong Dal,114.53,160,,
,Masoor Dal,89.46,140,,
,Sugar,44.7,60,,
,Milk @,58.74,82,,
,Groundnut Oil (Packed),194.05,271,,
,Mustard Oil (Packed),168.78,221,,
,Vanaspati (Packed),145.44,209,,
,Soya Oil (Packed),143.23,198,,
,Sunflower Oil (Packed),153.04,253,,
,Palm Oil (Packed),133.53,176,,
,Gur,54.86,130,,
,Tea Loose,270.77,520,,
,Salt Pack (Iodised),21.99,31,,
,Potato,37.51,76,,
,Onion,52.72,110,,
,Tomato,48.77,120,,
