Date 15/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.02,65,,
Unit:(Rs./Kg.),Wheat,31.69,54,,
,Atta (Wheat),37.08,71,,
,Gram Dal,86.55,140,,
,Tur/Arhar Dal,115.78,190,,
,Urad Dal,113.69,155,,
,Moong Dal,110.29,148,,
,Masoor Dal,89.7,142,,
,Sugar,46.55,60,,
,Milk @,59.2,85,,
,Groundnut Oil (Packed),188.96,286,,
,Mustard Oil (Packed),186.45,257,,
,Vanaspati (Packed),156.23,231,,
,Soya Oil (Packed),146.55,191,,
,Sunflower Oil (Packed),165.6,231,,
,Palm Oil (Packed),133.17,179,,
,Gur,57.2,137,,
,Tea Loose,271.86,650,,
,Salt Pack (Iodised),21.61,36,,
,Potato,25.63,60,,
,Onion,27.66,60,,
,Tomato,48.09,120,,
