,Date 29/01/2026
Rice,43.1
Wheat,31.76
Atta (Wheat),37.19
Gram Dal,85.91
Tur/Arhar Dal,117.44
Urad Dal,114.52
Moong Dal,110.55
Masoor Dal,89.65
Sugar,46.39
Milk @,59.24
Groundnut Oil (Packed),190.52
Mustard Oil (Packed),186.24
Vanaspati (Packed),156.49
Soya Oil (Packed),148.2
Sunflower Oil (Packed),170.47
Palm Oil (Packed),134.16
Gur,57.25
Tea Loose,271.73
Salt Pack (Iodised),21.56
Potato,23.14
Onion,28.58
Tomato,40.24
Bajra (whole),37.9
Jowar (whole),43.54
Maida (wheat),41.94
Ragi (whole),54.4
Suji (whole),47.13
Besan,96.01
Desi Ghee,678.15
Butter (Pasteurised),58.98
Eggs,83.79
Brinjal,41.27
Black Pepper (whole),87.14
Coriander (whole),37.7
Cummin Seed (whole),41.22
Red Chillies (whole),27.88
Turmeric (powder),16.36
Banana,47.42
Ginger,24.88
Garlic,38.81
