Date 03/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.88,64,,
Unit:(Rs./Kg.),Wheat,32.69,55,,
,Atta (Wheat),37.95,71,,
,Gram Dal,89.56,140,,
,Tur/Arhar Dal,137.46,183,,
,Urad Dal,121.07,161,,
,Moong Dal,112.6,150,,
,Masoor Dal,88.61,130,,
,Sugar,45.32,60,,
,Milk @,58.31,82,,
,Groundnut Oil (Packed),191.53,279,,
,Mustard Oil (Packed),167.84,223,,
,Vanaspati (Packed),150.61,210,,
,Soya Oil (Packed),144.63,192,,
,Sunflower Oil (Packed),157.73,206,,
,Palm Oil (Packed),137.66,184,,
,Gur,53.92,130,,
,Tea Loose,271.14,520,,
,Salt Pack (Iodised),21.29,31,,
,Potato,24.48,62,,
,Onion,36.59,80,,
,Tomato,22.02,100,,
