,Date 20/08/2026
Rice,45.8
Broken Rice,33.46
Wheat,31.5
Atta (Wheat),37.24
Gram Dal,87.31
Tur/Arhar Dal,123.97
Urad Dal,122.4
Moong Dal,112.2
Masoor Dal,90.58
Sugar,55.7
Milk @,60.96
Groundnut Oil (Packed),207.71
Mustard Oil (Packed),198.59
Vanaspati (Packed),166.45
Soya Oil (Packed),164.82
Sunflower Oil (Packed),191.44
Palm Oil (Packed),148.97
Gur,61.97
Tea Loose,275.76
Salt Pack (Iodised),22.24
Potato,22.78
Onion,39.48
Tomato,38.69
Bajra (whole),38.43
Jowar (whole),44.78
Maida (wheat),42.4
Ragi (whole),55.52
Suji (whole),47.13
Besan,96.28
Desi Ghee,695.93
Butter (Pasteurised),60.23
Eggs,84.18
Brinjal,43.22
Black Pepper (whole),88.44
Coriander (whole),42.6
Cummin Seed (whole),40.74
Red Chillies (whole),30.03
Turmeric (powder),16.55
Banana,50.54
Ginger,37.56
Garlic,44.06
