Date 20/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.86,70,,
Unit:(Rs./Kg.),Wheat,31.15,55,,
,Atta (Wheat),36.54,71,,
,Gram Dal,86.01,140,,
,Tur/Arhar Dal,122.49,183,,
,Urad Dal,115.8,157,,
,Moong Dal,110.87,148,,
,Masoor Dal,87.8,130,,
,Sugar,45.86,60,,
,Milk @,58.6,83,,
,Groundnut Oil (Packed),188.73,279,,
,Mustard Oil (Packed),171.73,242,,
,Vanaspati (Packed),156.05,231,,
,Soya Oil (Packed),146.61,189,,
,Sunflower Oil (Packed),160.19,231,,
,Palm Oil (Packed),131.57,182,,
,Gur,55.22,143,,
,Tea Loose,269.43,600,,
,Salt Pack (Iodised),21.45,32,,
,Potato,25.47,60,,
,Onion,26.74,73,,
,Tomato,34.09,115,,
