,Date 22/08/2026
Rice,45.63
Broken Rice,33.05
Wheat,31.43
Atta (Wheat),37.26
Gram Dal,87.13
Tur/Arhar Dal,123.23
Urad Dal,122.17
Moong Dal,111.83
Masoor Dal,90.0
Sugar,60.26
Milk @,61.23
Groundnut Oil (Packed),205.64
Mustard Oil (Packed),199.02
Vanaspati (Packed),166.69
Soya Oil (Packed),164.74
Sunflower Oil (Packed),191.34
Palm Oil (Packed),149.25
Gur,64.05
Tea Loose,273.23
Salt Pack (Iodised),22.03
Potato,22.8
Onion,41.64
Tomato,38.19
Bajra (whole),38.81
Jowar (whole),45.2
Maida (wheat),42.17
Ragi (whole),55.39
Suji (whole),46.76
Besan,96.23
Desi Ghee,696.44
Butter (Pasteurised),60.21
Eggs,84.15
Brinjal,43.08
Black Pepper (whole),88.38
Coriander (whole),42.44
Cummin Seed (whole),41.01
Red Chillies (whole),30.04
Turmeric (powder),16.45
Banana,50.62
Ginger,37.24
Garlic,44.14
