Date 09/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.08,61,,
Unit:(Rs./Kg.),Wheat,31.77,54,,
,Atta (Wheat),37.14,71,,
,Gram Dal,85.27,122,,
,Tur/Arhar Dal,113.05,160,,
,Urad Dal,113.2,152,,
,Moong Dal,108.91,148,,
,Masoor Dal,87.68,126,,
,Sugar,46.09,60,,
,Milk @,58.64,83,,
,Groundnut Oil (Packed),187.14,280,,
,Mustard Oil (Packed),185.96,242,,
,Vanaspati (Packed),154.66,231,,
,Soya Oil (Packed),146.01,191,,
,Sunflower Oil (Packed),164.25,231,,
,Palm Oil (Packed),133.83,168,,
,Gur,56.36,125,,
,Tea Loose,262.46,560,,
,Salt Pack (Iodised),21.52,35,,
,Potato,25.7,53,,
,Onion,25.16,60,,
,Tomato,36.55,120,,
