,Date 05/07/2026
Rice,43.47
Broken Rice,31.98
Wheat,31.23
Atta (Wheat),36.87
Gram Dal,84.27
Tur/Arhar Dal,121.24
Urad Dal,119.04
Moong Dal,110.14
Masoor Dal,88.38
Sugar,46.68
Milk @,59.53
Groundnut Oil (Packed),204.81
Mustard Oil (Packed),192.47
Vanaspati (Packed),162.38
Soya Oil (Packed),162.82
Sunflower Oil (Packed),188.33
Palm Oil (Packed),147.84
Gur,57.46
Tea Loose,265.23
Salt Pack (Iodised),22.31
Potato,21.61
Onion,30.58
Tomato,41.08
Bajra (whole),37.72
Jowar (whole),43.7
Maida (wheat),41.2
Ragi (whole),55.54
Suji (whole),44.51
Besan,94.79
Desi Ghee,688.05
Butter (Pasteurised),59.16
Eggs,82.15
Brinjal,39.85
Black Pepper (whole),87.51
Coriander (whole),39.71
Cummin Seed (whole),40.11
Red Chillies (whole),29.13
Turmeric (powder),16.23
Banana,48.15
Ginger,34.01
Garlic,39.3
