,Date 07/06/2026
Rice,42.39
Wheat,31.01
Atta (Wheat),36.97
Gram Dal,83.7
Tur/Arhar Dal,121.16
Urad Dal,118.21
Moong Dal,110.4
Masoor Dal,88.15
Sugar,46.34
Milk @,59.67
Groundnut Oil (Packed),203.25
Mustard Oil (Packed),191.07
Vanaspati (Packed),161.61
Soya Oil (Packed),162.0
Sunflower Oil (Packed),187.31
Palm Oil (Packed),147.79
Gur,57.28
Tea Loose,264.71
Salt Pack (Iodised),22.2
Potato,20.41
Onion,25.22
Tomato,36.31
Bajra (whole),37.83
Jowar (whole),44.24
Maida (wheat),40.87
Ragi (whole),55.6
Suji (whole),44.75
Besan,94.74
Desi Ghee,687.0
Butter (Pasteurised),58.92
Eggs,78.51
Brinjal,39.21
Black Pepper (whole),86.84
Coriander (whole),38.45
Cummin Seed (whole),40.05
Red Chillies (whole),28.7
Turmeric (powder),16.23
Banana,47.14
Ginger,28.48
Garlic,36.28
