Date 11/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.49,67,,
Unit:(Rs./Kg.),Wheat,32.63,59,,
,Atta (Wheat),37.78,71,,
,Gram Dal,90.47,140,,
,Tur/Arhar Dal,142.98,187,,
,Urad Dal,121.5,161,,
,Moong Dal,112.82,150,,
,Masoor Dal,88.76,130,,
,Sugar,45.16,60,,
,Milk @,58.62,83,,
,Groundnut Oil (Packed),192.89,280,,
,Mustard Oil (Packed),168.54,228,,
,Vanaspati (Packed),148.5,209,,
,Soya Oil (Packed),143.99,202,,
,Sunflower Oil (Packed),155.57,211,,
,Palm Oil (Packed),135.58,176,,
,Gur,54.13,130,,
,Tea Loose,271.4,520,,
,Salt Pack (Iodised),21.5,31,,
,Potato,25.63,65,,
,Onion,35.71,80,,
,Tomato,23.62,100,,
