,Date 28/06/2026
Rice,43.18
Broken Rice,31.51
Wheat,31.15
Atta (Wheat),36.94
Gram Dal,84.35
Tur/Arhar Dal,121.0
Urad Dal,118.58
Moong Dal,110.31
Masoor Dal,88.37
Sugar,46.53
Milk @,59.69
Groundnut Oil (Packed),204.53
Mustard Oil (Packed),192.15
Vanaspati (Packed),162.18
Soya Oil (Packed),163.19
Sunflower Oil (Packed),188.02
Palm Oil (Packed),148.09
Gur,57.46
Tea Loose,269.47
Salt Pack (Iodised),22.18
Potato,21.53
Onion,27.83
Tomato,42.4
Bajra (whole),37.86
Jowar (whole),43.71
Maida (wheat),41.17
Ragi (whole),55.36
Suji (whole),44.93
Besan,95.29
Desi Ghee,686.98
Butter (Pasteurised),59.33
Eggs,81.49
Brinjal,40.14
Black Pepper (whole),87.27
Coriander (whole),39.9
Cummin Seed (whole),40.39
Red Chillies (whole),29.05
Turmeric (powder),16.24
Banana,48.31
Ginger,32.01
Garlic,38.6
