Date 17/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.09,63,,
Unit:(Rs./Kg.),Wheat,31.69,54,,
,Atta (Wheat),37.06,71,,
,Gram Dal,86.84,140,,
,Tur/Arhar Dal,115.94,182,,
,Urad Dal,113.67,155,,
,Moong Dal,110.31,148,,
,Masoor Dal,89.51,134,,
,Sugar,46.56,60,,
,Milk @,59.3,84,,
,Groundnut Oil (Packed),187.17,280,,
,Mustard Oil (Packed),186.9,246,,
,Vanaspati (Packed),156.37,231,,
,Soya Oil (Packed),147.25,198,,
,Sunflower Oil (Packed),164.67,231,,
,Palm Oil (Packed),132.74,179,,
,Gur,57.15,128,,
,Tea Loose,272.79,600,,
,Salt Pack (Iodised),21.35,35,,
,Potato,26.79,62,,
,Onion,26.74,62,,
,Tomato,44.04,120,,
