Date 31/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.12,64,,
Unit:(Rs./Kg.),Wheat,31.78,54,,
,Atta (Wheat),37.23,71,,
,Gram Dal,85.91,140,,
,Tur/Arhar Dal,115.35,182,,
,Urad Dal,113.47,155,,
,Moong Dal,110.33,148,,
,Masoor Dal,89.68,143,,
,Sugar,46.33,60,,
,Milk @,59.01,85,,
,Groundnut Oil (Packed),187.93,279,,
,Mustard Oil (Packed),186.48,260,,
,Vanaspati (Packed),156.24,231,,
,Soya Oil (Packed),146.4,194,,
,Sunflower Oil (Packed),166.06,231,,
,Palm Oil (Packed),132.75,173,,
,Gur,56.53,128,,
,Tea Loose,270.02,560,,
,Salt Pack (Iodised),21.49,36,,
,Potato,24.69,67,,
,Onion,28.76,65,,
,Tomato,51.64,120,,
