Date 21/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.47,63,,
Unit:(Rs./Kg.),Wheat,31.11,55,,
,Atta (Wheat),36.81,70,,
,Gram Dal,85.94,140,,
,Tur/Arhar Dal,122.25,183,,
,Urad Dal,115.94,180,,
,Moong Dal,111.02,145,,
,Masoor Dal,87.82,130,,
,Sugar,45.98,60,,
,Milk @,58.88,82,,
,Groundnut Oil (Packed),187.19,254,,
,Mustard Oil (Packed),172.92,242,,
,Vanaspati (Packed),156.73,231,,
,Soya Oil (Packed),146.55,189,,
,Sunflower Oil (Packed),160.47,231,,
,Palm Oil (Packed),131.82,182,,
,Gur,55.35,143,,
,Tea Loose,268.51,600,,
,Salt Pack (Iodised),21.39,32,,
,Potato,25.32,60,,
,Onion,26.67,73,,
,Tomato,34.39,103,,
