,Date 05/08/2026
Rice,45.19
Broken Rice,33.1
Wheat,31.32
Atta (Wheat),37.06
Gram Dal,86.46
Tur/Arhar Dal,123.3
Urad Dal,121.63
Moong Dal,111.59
Masoor Dal,90.29
Sugar,49.95
Milk @,60.9
Groundnut Oil (Packed),206.36
Mustard Oil (Packed),196.62
Vanaspati (Packed),165.72
Soya Oil (Packed),164.45
Sunflower Oil (Packed),190.2
Palm Oil (Packed),148.64
Gur,59.88
Tea Loose,276.21
Salt Pack (Iodised),22.07
Potato,22.69
Onion,35.53
Tomato,38.61
Bajra (whole),38.17
Jowar (whole),44.48
Maida (wheat),42.24
Ragi (whole),54.94
Suji (whole),47.1
Besan,96.14
Desi Ghee,694.04
Butter (Pasteurised),60.02
Eggs,85.92
Brinjal,43.63
Black Pepper (whole),88.37
Coriander (whole),42.11
Cummin Seed (whole),41.06
Red Chillies (whole),29.87
Turmeric (powder),16.59
Banana,50.11
Ginger,37.48
Garlic,43.54
