,Date 25/08/2026
Rice,45.75
Broken Rice,32.75
Wheat,31.46
Atta (Wheat),37.31
Gram Dal,86.98
Tur/Arhar Dal,123.45
Urad Dal,121.65
Moong Dal,111.45
Masoor Dal,90.19
Sugar,63.97
Milk @,61.04
Groundnut Oil (Packed),207.23
Mustard Oil (Packed),200.42
Vanaspati (Packed),165.72
Soya Oil (Packed),165.15
Sunflower Oil (Packed),190.87
Palm Oil (Packed),147.99
Gur,66.01
Tea Loose,276.37
Salt Pack (Iodised),22.35
Potato,22.47
Onion,44.72
Tomato,38.42
Bajra (whole),38.3
Jowar (whole),44.55
Maida (wheat),42.15
Ragi (whole),55.44
Suji (whole),47.08
Besan,95.85
Desi Ghee,695.03
Butter (Pasteurised),60.24
Eggs,83.84
Brinjal,42.94
Black Pepper (whole),88.5
Coriander (whole),42.49
Cummin Seed (whole),40.78
Red Chillies (whole),30.06
Turmeric (powder),16.57
Banana,49.78
Ginger,36.9
Garlic,43.97
