Date 17/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.73,63,,
Unit:(Rs./Kg.),Wheat,31.32,54,,
,Atta (Wheat),37.24,71,,
,Gram Dal,87,140,,
,Tur/Arhar Dal,129.39,185,,
,Urad Dal,118.79,155,,
,Moong Dal,111.49,150,,
,Masoor Dal,88.06,130,,
,Sugar,45.74,60,,
,Milk @,58.84,80,,
,Groundnut Oil (Packed),190.14,279,,
,Mustard Oil (Packed),169.59,223,,
,Vanaspati (Packed),152.62,209,,
,Soya Oil (Packed),146.81,211,,
,Sunflower Oil (Packed),159.03,211,,
,Palm Oil (Packed),138.08,182,,
,Gur,54.18,120,,
,Tea Loose,271.8,520,,
,Salt Pack (Iodised),21.46,31,,
,Potato,23.4,55,,
,Onion,29.74,66,,
,Tomato,21.53,100,,
