Date 15/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.8,63,,
Unit:(Rs./Kg.),Wheat,31.25,55,,
,Atta (Wheat),36.68,71,,
,Gram Dal,86.05,140,,
,Tur/Arhar Dal,120.37,183,,
,Urad Dal,115.41,170,,
,Moong Dal,110.74,149,,
,Masoor Dal,88.19,130,,
,Sugar,45.96,60,,
,Milk @,59.06,82,,
,Groundnut Oil (Packed),188.74,279,,
,Mustard Oil (Packed),177.49,242,,
,Vanaspati (Packed),156.31,231,,
,Soya Oil (Packed),146.62,198,,
,Sunflower Oil (Packed),160.39,231,,
,Palm Oil (Packed),130.17,177,,
,Gur,55.88,128,,
,Tea Loose,271.55,600,,
,Salt Pack (Iodised),21.36,32,,
,Potato,25.85,60,,
,Onion,28.27,70,,
,Tomato,41.5,120,,
