Date 28/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.07,64,,
Unit:(Rs./Kg.),Wheat,31.72,54,,
,Atta (Wheat),37.07,68,,
,Gram Dal,86.71,140,,
,Tur/Arhar Dal,115.79,182,,
,Urad Dal,113.58,152,,
,Moong Dal,110.32,148,,
,Masoor Dal,89.6,136,,
,Sugar,46.58,60,,
,Milk @,59.34,84,,
,Groundnut Oil (Packed),187.51,286,,
,Mustard Oil (Packed),186.53,249,,
,Vanaspati (Packed),156.03,231,,
,Soya Oil (Packed),146.71,198,,
,Sunflower Oil (Packed),164.8,242,,
,Palm Oil (Packed),132.6,187,,
,Gur,57.15,130,,
,Tea Loose,270.78,560,,
,Salt Pack (Iodised),21.31,35,,
,Potato,26.7,60,,
,Onion,26.69,60,,
,Tomato,52.21,120,,
