Date 26/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.9,65,,
Unit:(Rs./Kg.),Wheat,32.26,57,,
,Atta (Wheat),37.78,71,,
,Gram Dal,88.08,140,,
,Tur/Arhar Dal,132.4,181,,
,Urad Dal,119.38,156,,
,Moong Dal,112.44,150,,
,Masoor Dal,88.49,130,,
,Sugar,45.61,60,,
,Milk @,58.47,81,,
,Groundnut Oil (Packed),190.93,279,,
,Mustard Oil (Packed),169.14,229,,
,Vanaspati (Packed),152.62,209,,
,Soya Oil (Packed),146.17,211,,
,Sunflower Oil (Packed),158.77,211,,
,Palm Oil (Packed),138.92,177,,
,Gur,54.11,130,,
,Tea Loose,271.45,520,,
,Salt Pack (Iodised),21.37,31,,
,Potato,23.68,60,,
,Onion,32.39,80,,
,Tomato,20.78,100,,
