Date 02/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.14,62,,
Unit:(Rs./Kg.),Wheat,32.02,54,,
,Atta (Wheat),37.36,71,,
,Gram Dal,85.46,122,,
,Tur/Arhar Dal,112.78,160,,
,Urad Dal,113.3,157,,
,Moong Dal,108.96,148,,
,Masoor Dal,87.74,123,,
,Sugar,46.09,60,,
,Milk @,58.45,83,,
,Groundnut Oil (Packed),186,286,,
,Mustard Oil (Packed),187.22,242,,
,Vanaspati (Packed),154.88,231,,
,Soya Oil (Packed),146.4,191,,
,Sunflower Oil (Packed),163.74,231,,
,Palm Oil (Packed),133.62,168,,
,Gur,56.25,130,,
,Tea Loose,262.91,560,,
,Salt Pack (Iodised),21.78,35,,
,Potato,25.67,61,,
,Onion,25.13,60,,
,Tomato,36.39,120,,
