Date 26/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.92,63,,
Unit:(Rs./Kg.),Wheat,31.75,54,,
,Atta (Wheat),37.2,71,,
,Gram Dal,86.51,140,,
,Tur/Arhar Dal,115.68,190,,
,Urad Dal,113.76,152,,
,Moong Dal,110.54,148,,
,Masoor Dal,89.85,142,,
,Sugar,46.56,60,,
,Milk @,59.26,85,,
,Groundnut Oil (Packed),188.13,258,,
,Mustard Oil (Packed),186.57,260,,
,Vanaspati (Packed),156.67,231,,
,Soya Oil (Packed),147.12,198,,
,Sunflower Oil (Packed),166.19,242,,
,Palm Oil (Packed),133.21,187,,
,Gur,57.46,137,,
,Tea Loose,271.09,650,,
,Salt Pack (Iodised),21.48,36,,
,Potato,25.09,52,,
,Onion,28.98,60,,
,Tomato,51.52,120,,
