Date 25/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.24,64,,
Unit:(Rs./Kg.),Wheat,31.76,54,,
,Atta (Wheat),37.2,71,,
,Gram Dal,86.74,140,,
,Tur/Arhar Dal,115.71,182,,
,Urad Dal,113.65,155,,
,Moong Dal,110.3,148,,
,Masoor Dal,89.61,135,,
,Sugar,46.54,60,,
,Milk @,59.16,84,,
,Groundnut Oil (Packed),187.96,280,,
,Mustard Oil (Packed),186.68,249,,
,Vanaspati (Packed),156.16,231,,
,Soya Oil (Packed),146.61,198,,
,Sunflower Oil (Packed),164.91,231,,
,Palm Oil (Packed),132.71,179,,
,Gur,57.29,128,,
,Tea Loose,273.71,600,,
,Salt Pack (Iodised),21.5,35,,
,Potato,27.06,60,,
,Onion,26.91,60,,
,Tomato,52.22,120,,
