Date 27/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.78,63,,
Unit:(Rs./Kg.),Wheat,31.45,54,,
,Atta (Wheat),36.93,66,,
,Gram Dal,85.05,140,,
,Tur/Arhar Dal,117.47,183,,
,Urad Dal,114.17,157,,
,Moong Dal,109.48,148,,
,Masoor Dal,87.32,130,,
,Sugar,45.5,60,,
,Milk @,58.27,83,,
,Groundnut Oil (Packed),187.22,244,,
,Mustard Oil (Packed),183.68,242,,
,Vanaspati (Packed),154.92,220,,
,Soya Oil (Packed),147.17,187,,
,Sunflower Oil (Packed),160.29,253,,
,Palm Oil (Packed),129.93,177,,
,Gur,54.84,120,,
,Tea Loose,262.77,520,,
,Salt Pack (Iodised),21.33,33,,
,Potato,24.99,57,,
,Onion,26.8,60,,
,Tomato,43.54,120,,
