Date 20/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.8,61,,
Unit:(Rs./Kg.),Wheat,31.7,54,,
,Atta (Wheat),37.14,69,,
,Gram Dal,87.01,140,,
,Tur/Arhar Dal,115.13,182,,
,Urad Dal,114.17,170,,
,Moong Dal,110.75,150,,
,Masoor Dal,88.86,130,,
,Sugar,46.46,60,,
,Milk @,59.61,85,,
,Groundnut Oil (Packed),186.93,254,,
,Mustard Oil (Packed),188.8,257,,
,Vanaspati (Packed),156.74,231,,
,Soya Oil (Packed),147.22,192,,
,Sunflower Oil (Packed),162.52,253,,
,Palm Oil (Packed),132.43,190,,
,Gur,57.2,137,,
,Tea Loose,270.96,520,,
,Salt Pack (Iodised),21.45,35,,
,Potato,25.21,52,,
,Onion,27.22,60,,
,Tomato,38.69,140,,
