Date 14/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.87,63,,
Unit:(Rs./Kg.),Wheat,31.3,55,,
,Atta (Wheat),36.69,71,,
,Gram Dal,85.99,140,,
,Tur/Arhar Dal,120.37,183,,
,Urad Dal,115.36,170,,
,Moong Dal,110.76,149,,
,Masoor Dal,88.26,130,,
,Sugar,45.97,62,,
,Milk @,59.1,82,,
,Groundnut Oil (Packed),188.39,279,,
,Mustard Oil (Packed),177.56,242,,
,Vanaspati (Packed),156.41,231,,
,Soya Oil (Packed),146.38,242,,
,Sunflower Oil (Packed),160.41,231,,
,Palm Oil (Packed),130.28,177,,
,Gur,55.77,128,,
,Tea Loose,271.74,600,,
,Salt Pack (Iodised),21.35,32,,
,Potato,25.82,60,,
,Onion,28.42,70,,
,Tomato,41.32,120,,
