Date 09/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.25,63,,
Unit:(Rs./Kg.),Wheat,31.56,54,,
,Atta (Wheat),37.08,69,,
,Gram Dal,86.84,140,,
,Tur/Arhar Dal,117.87,183,,
,Urad Dal,114.43,157,,
,Moong Dal,110.39,148,,
,Masoor Dal,88.89,145,,
,Sugar,46.45,60,,
,Milk @,59.72,83,,
,Groundnut Oil (Packed),187.23,254,,
,Mustard Oil (Packed),186.89,249,,
,Vanaspati (Packed),156.03,231,,
,Soya Oil (Packed),147.36,198,,
,Sunflower Oil (Packed),160.17,231,,
,Palm Oil (Packed),130.13,177,,
,Gur,57.05,135,,
,Tea Loose,274.01,600,,
,Salt Pack (Iodised),21.29,33,,
,Potato,25.48,57,,
,Onion,28.35,60,,
,Tomato,52.66,127,,
