Date 29/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.96,64,,
Unit:(Rs./Kg.),Wheat,31.41,54,,
,Atta (Wheat),36.78,71,,
,Gram Dal,87.37,140,,
,Tur/Arhar Dal,116.98,182,,
,Urad Dal,114.26,157,,
,Moong Dal,110.35,148,,
,Masoor Dal,89.59,133,,
,Sugar,46.32,60,,
,Milk @,59.29,85,,
,Groundnut Oil (Packed),188.19,279,,
,Mustard Oil (Packed),187.53,249,,
,Vanaspati (Packed),156.4,231,,
,Soya Oil (Packed),147.6,198,,
,Sunflower Oil (Packed),162.09,253,,
,Palm Oil (Packed),131.8,190,,
,Gur,56.72,128,,
,Tea Loose,273.29,600,,
,Salt Pack (Iodised),21.34,33,,
,Potato,25.69,60,,
,Onion,28.71,60,,
,Tomato,52.59,120,,
