Date 07/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.06,65,,
Unit:(Rs./Kg.),Wheat,32.92,55,,
,Atta (Wheat),38.07,71,,
,Gram Dal,90.94,140,,
,Tur/Arhar Dal,143.38,180,,
,Urad Dal,122.04,161,,
,Moong Dal,113.27,150,,
,Masoor Dal,88.91,130,,
,Sugar,45.08,60,,
,Milk @,58.44,82,,
,Groundnut Oil (Packed),193.6,279,,
,Mustard Oil (Packed),168.59,228,,
,Vanaspati (Packed),149.44,211,,
,Soya Oil (Packed),144.7,202,,
,Sunflower Oil (Packed),154.95,211,,
,Palm Oil (Packed),135.6,176,,
,Gur,54.6,130,,
,Tea Loose,271.57,520,,
,Salt Pack (Iodised),21.58,31,,
,Potato,26.49,65,,
,Onion,36.13,80,,
,Tomato,24.02,100,,
