Date 03/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.28,65,,
Unit:(Rs./Kg.),Wheat,32.35,57,,
,Atta (Wheat),37.42,71,,
,Gram Dal,93.36,140,,
,Tur/Arhar Dal,156.16,193,,
,Urad Dal,123.73,170,,
,Moong Dal,113.84,150,,
,Masoor Dal,89.37,130,,
,Sugar,44.62,60,,
,Milk @,58.73,85,,
,Groundnut Oil (Packed),194.03,279,,
,Mustard Oil (Packed),168.97,221,,
,Vanaspati (Packed),146.62,209,,
,Soya Oil (Packed),142.92,194,,
,Sunflower Oil (Packed),154.09,209,,
,Palm Oil (Packed),134.7,176,,
,Gur,54.55,130,,
,Tea Loose,271.76,520,,
,Salt Pack (Iodised),22.05,31,,
,Potato,33.57,80,,
,Onion,42.56,90,,
,Tomato,37.07,103,,
