Date 03/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.18,64,,
Unit:(Rs./Kg.),Wheat,31.56,54,,
,Atta (Wheat),36.96,71,,
,Gram Dal,86.72,140,,
,Tur/Arhar Dal,115.97,190,,
,Urad Dal,113.6,155,,
,Moong Dal,110.28,150,,
,Masoor Dal,89.65,138,,
,Sugar,46.6,60,,
,Milk @,59.16,84,,
,Groundnut Oil (Packed),187.48,286,,
,Mustard Oil (Packed),186.26,249,,
,Vanaspati (Packed),156.19,231,,
,Soya Oil (Packed),146.83,198,,
,Sunflower Oil (Packed),164.88,242,,
,Palm Oil (Packed),132.77,187,,
,Gur,57.04,137,,
,Tea Loose,272.39,650,,
,Salt Pack (Iodised),21.47,35,,
,Potato,26.51,60,,
,Onion,26.51,60,,
,Tomato,50.25,120,,
