Date 02/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.4,61,,
Unit:(Rs./Kg.),Wheat,31.57,54,,
,Atta (Wheat),36.9,71,,
,Gram Dal,86.77,140,,
,Tur/Arhar Dal,118.06,183,,
,Urad Dal,114.4,157,,
,Moong Dal,110.62,148,,
,Masoor Dal,88.47,138,,
,Sugar,45.98,60,,
,Milk @,59.38,83,,
,Groundnut Oil (Packed),186.76,279,,
,Mustard Oil (Packed),186.13,249,,
,Vanaspati (Packed),156.64,231,,
,Soya Oil (Packed),146.98,190,,
,Sunflower Oil (Packed),161.19,253,,
,Palm Oil (Packed),130.63,177,,
,Gur,56.05,123,,
,Tea Loose,269.12,520,,
,Salt Pack (Iodised),21.13,33,,
,Potato,25.62,57,,
,Onion,27.88,60,,
,Tomato,48.46,120,,
