,Date 20/09/2026
Rice,45.48
Broken Rice,32.41
Wheat,32.21
Atta (Wheat),37.96
Gram Dal,86.7
Tur/Arhar Dal,123.0
Urad Dal,121.74
Moong Dal,110.56
Masoor Dal,88.4
Sugar,57.57
Milk @,59.77
Groundnut Oil (Packed),208.44
Mustard Oil (Packed),201.02
Vanaspati (Packed),166.41
Soya Oil (Packed),166.52
Sunflower Oil (Packed),193.3
Palm Oil (Packed),153.13
Gur,66.2
Tea Loose,264.05
Salt Pack (Iodised),22.97
Potato,21.55
Onion,52.91
Tomato,37.41
Bajra (whole),38.69
Jowar (whole),45.16
Maida (wheat),41.47
Ragi (whole),56.06
Suji (whole),44.87
Besan,95.78
Desi Ghee,700.46
Butter (Pasteurised),60.3
Eggs,83.35
Brinjal,41.16
Black Pepper (whole),87.91
Coriander (whole),42.96
Cummin Seed (whole),39.36
Red Chillies (whole),30.03
Turmeric (powder),16.27
Banana,47.76
Ginger,36.15
Garlic,44.06
