Date 04/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.89,63,,
Unit:(Rs./Kg.),Wheat,31.76,58,,
,Atta (Wheat),37.6,71,,
,Gram Dal,87.59,140,,
,Tur/Arhar Dal,130.63,183,,
,Urad Dal,119.18,156,,
,Moong Dal,112.1,150,,
,Masoor Dal,88.34,130,,
,Sugar,45.64,60,,
,Milk @,58.54,80,,
,Groundnut Oil (Packed),191.04,279,,
,Mustard Oil (Packed),168.65,234,,
,Vanaspati (Packed),152.55,209,,
,Soya Oil (Packed),146.29,211,,
,Sunflower Oil (Packed),159.09,211,,
,Palm Oil (Packed),138.57,182,,
,Gur,54.3,130,,
,Tea Loose,270.86,520,,
,Salt Pack (Iodised),21.35,31,,
,Potato,23.59,57,,
,Onion,31.11,80,,
,Tomato,20.89,100,,
