Date 20/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.5,61,,
Unit:(Rs./Kg.),Wheat,32.06,54,,
,Atta (Wheat),37.67,69,,
,Gram Dal,86.99,140,,
,Tur/Arhar Dal,115.34,182,,
,Urad Dal,114.61,170,,
,Moong Dal,111.13,150,,
,Masoor Dal,89.96,130,,
,Sugar,47.23,60,,
,Milk @,60.5,85,,
,Groundnut Oil (Packed),185.46,286,,
,Mustard Oil (Packed),188.4,257,,
,Vanaspati (Packed),156.91,231,,
,Soya Oil (Packed),146.51,198,,
,Sunflower Oil (Packed),163.31,231,,
,Palm Oil (Packed),131.96,187,,
,Gur,59.09,140,,
,Tea Loose,272.28,520,,
,Salt Pack (Iodised),21.53,35,,
,Potato,24.67,51,,
,Onion,27.4,60,,
,Tomato,40.19,120,,
