,Date 24/07/2026
Rice,44.96
Broken Rice,33.18
Wheat,31.28
Atta (Wheat),37.11
Gram Dal,86.35
Tur/Arhar Dal,123.53
Urad Dal,121.05
Moong Dal,111.76
Masoor Dal,90.3
Sugar,48.73
Milk @,60.81
Groundnut Oil (Packed),205.57
Mustard Oil (Packed),196.09
Vanaspati (Packed),165.43
Soya Oil (Packed),164.25
Sunflower Oil (Packed),189.08
Palm Oil (Packed),148.21
Gur,59.58
Tea Loose,275.53
Salt Pack (Iodised),22.03
Potato,22.97
Onion,35.01
Tomato,40.45
Bajra (whole),38.26
Jowar (whole),44.51
Maida (wheat),42.33
Ragi (whole),55.32
Suji (whole),47.16
Besan,96.03
Desi Ghee,693.94
Butter (Pasteurised),59.8
Eggs,86.98
Brinjal,43.26
Black Pepper (whole),88.27
Coriander (whole),41.86
Cummin Seed (whole),41.12
Red Chillies (whole),29.78
Turmeric (powder),16.65
Banana,50.1
Ginger,37.41
Garlic,43.24
