Date 25/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.71,63,,
Unit:(Rs./Kg.),Wheat,31.18,55,,
,Atta (Wheat),36.63,71,,
,Gram Dal,86.38,140,,
,Tur/Arhar Dal,122.29,183,,
,Urad Dal,115.85,180,,
,Moong Dal,111.03,149,,
,Masoor Dal,88.11,130,,
,Sugar,45.96,60,,
,Milk @,58.99,82,,
,Groundnut Oil (Packed),188.35,279,,
,Mustard Oil (Packed),172.6,242,,
,Vanaspati (Packed),155.77,231,,
,Soya Oil (Packed),146.22,189,,
,Sunflower Oil (Packed),160.25,231,,
,Palm Oil (Packed),131.43,182,,
,Gur,55.51,147,,
,Tea Loose,270.9,600,,
,Salt Pack (Iodised),21.44,32,,
,Potato,25.47,60,,
,Onion,27.58,80,,
,Tomato,35.68,120,,
