,Date 02/09/2026
Rice,46.25
Broken Rice,33.7
Wheat,31.58
Atta (Wheat),37.36
Gram Dal,87.71
Tur/Arhar Dal,123.84
Urad Dal,122.72
Moong Dal,112.01
Masoor Dal,90.61
Sugar,62.57
Milk @,61.11
Groundnut Oil (Packed),209.11
Mustard Oil (Packed),201.6
Vanaspati (Packed),167.76
Soya Oil (Packed),165.3
Sunflower Oil (Packed),192.58
Palm Oil (Packed),151.06
Gur,67.33
Tea Loose,276.91
Salt Pack (Iodised),22.38
Potato,22.83
Onion,49.87
Tomato,38.65
Bajra (whole),38.66
Jowar (whole),45.11
Maida (wheat),42.53
Ragi (whole),55.82
Suji (whole),47.49
Besan,96.47
Desi Ghee,697.91
Butter (Pasteurised),60.38
Eggs,83.62
Brinjal,43.16
Black Pepper (whole),88.46
Coriander (whole),43.23
Cummin Seed (whole),40.79
Red Chillies (whole),30.33
Turmeric (powder),16.65
Banana,50.38
Ginger,36.93
Garlic,44.88
