Date 10/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.81,65,,
Unit:(Rs./Kg.),Wheat,31.75,58,,
,Atta (Wheat),37.79,71,,
,Gram Dal,87.52,140,,
,Tur/Arhar Dal,129.29,184,,
,Urad Dal,119.06,156,,
,Moong Dal,112.52,150,,
,Masoor Dal,88.56,130,,
,Sugar,45.79,60,,
,Milk @,59.12,80,,
,Groundnut Oil (Packed),190.62,279,,
,Mustard Oil (Packed),170.11,234,,
,Vanaspati (Packed),154.62,211,,
,Soya Oil (Packed),147.23,211,,
,Sunflower Oil (Packed),160.63,206,,
,Palm Oil (Packed),139.28,182,,
,Gur,55.16,130,,
,Tea Loose,271.32,520,,
,Salt Pack (Iodised),21.2,31,,
,Potato,23.59,60,,
,Onion,30.4,80,,
,Tomato,21.43,100,,
