Date 07/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.61,64,,
Unit:(Rs./Kg.),Wheat,31.24,55,,
,Atta (Wheat),37.01,71,,
,Gram Dal,86.74,140,,
,Tur/Arhar Dal,127.47,185,,
,Urad Dal,117.84,155,,
,Moong Dal,111.7,150,,
,Masoor Dal,88.01,130,,
,Sugar,45.81,60,,
,Milk @,58.89,82,,
,Groundnut Oil (Packed),190.48,279,,
,Mustard Oil (Packed),169.01,242,,
,Vanaspati (Packed),154.66,218,,
,Soya Oil (Packed),146.14,186,,
,Sunflower Oil (Packed),160.36,206,,
,Palm Oil (Packed),136.02,182,,
,Gur,54.71,120,,
,Tea Loose,272.08,600,,
,Salt Pack (Iodised),21.45,31,,
,Potato,24.01,60,,
,Onion,27.43,67,,
,Tomato,22.32,100,,
