Date 05/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.04,67,,
Unit:(Rs./Kg.),Wheat,32.67,57,,
,Atta (Wheat),37.97,71,,
,Gram Dal,89.47,140,,
,Tur/Arhar Dal,136.94,187,,
,Urad Dal,121.07,161,,
,Moong Dal,112.5,150,,
,Masoor Dal,88.69,130,,
,Sugar,45.36,60,,
,Milk @,58.18,82,,
,Groundnut Oil (Packed),192.1,279,,
,Mustard Oil (Packed),168.43,223,,
,Vanaspati (Packed),151,209,,
,Soya Oil (Packed),145.05,193,,
,Sunflower Oil (Packed),157.59,194,,
,Palm Oil (Packed),137.77,184,,
,Gur,53.95,130,,
,Tea Loose,271.24,520,,
,Salt Pack (Iodised),21.34,31,,
,Potato,24.63,60,,
,Onion,36.56,80,,
,Tomato,21.9,100,,
