,Date 20/02/2026
Rice,43.15
Wheat,31.77
Atta (Wheat),37.33
Gram Dal,86.12
Tur/Arhar Dal,121.28
Urad Dal,116.47
Moong Dal,110.99
Masoor Dal,89.44
Sugar,46.47
Milk @,59.25
Groundnut Oil (Packed),193.8
Mustard Oil (Packed),186.54
Vanaspati (Packed),157.06
Soya Oil (Packed),150.24
Sunflower Oil (Packed),173.96
Palm Oil (Packed),136.14
Gur,57.12
Tea Loose,273.54
Salt Pack (Iodised),21.68
Potato,22.13
Onion,27.49
Tomato,32.07
Bajra (whole),37.97
Jowar (whole),43.94
Maida (wheat),41.96
Ragi (whole),54.45
Suji (whole),47.09
Besan,96.21
Desi Ghee,678.13
Butter (Pasteurised),58.99
Eggs,82.34
Brinjal,39.98
Black Pepper (whole),87.32
Coriander (whole),37.78
Cummin Seed (whole),40.96
Red Chillies (whole),28.19
Turmeric (powder),16.32
Banana,47.79
Ginger,25.04
Garlic,39.04
