Date 01/01/2026,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.82,64,,
Unit:(Rs./Kg.),Wheat,31.74,54,,
,Atta (Wheat),37.16,71,,
,Gram Dal,85.48,140,,
,Tur/Arhar Dal,114.65,182,,
,Urad Dal,113.44,155,,
,Moong Dal,109.48,143,,
,Masoor Dal,88.81,143,,
,Sugar,46.15,60,,
,Milk @,58.61,83,,
,Groundnut Oil (Packed),189.23,285,,
,Mustard Oil (Packed),186.46,260,,
,Vanaspati (Packed),155.99,224,,
,Soya Oil (Packed),146.94,194,,
,Sunflower Oil (Packed),166.07,214,,
,Palm Oil (Packed),133,173,,
,Gur,55.56,110,,
,Tea Loose,264.94,483,,
,Salt Pack (Iodised),21.5,36,,
,Potato,24.48,67,,
,Onion,28.04,65,,
,Tomato,50.85,120,,
