Date 29/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.59,65,,
Unit:(Rs./Kg.),Wheat,32.61,57,,
,Atta (Wheat),37.71,65,,
,Gram Dal,93.03,140,,
,Tur/Arhar Dal,155.72,185,,
,Urad Dal,123.3,160,,
,Moong Dal,112.78,150,,
,Masoor Dal,88.29,130,,
,Sugar,44.33,60,,
,Milk @,58.74,85,,
,Groundnut Oil (Packed),194,275,,
,Mustard Oil (Packed),170.26,212,,
,Vanaspati (Packed),146.97,209,,
,Soya Oil (Packed),144.11,192,,
,Sunflower Oil (Packed),154.95,209,,
,Palm Oil (Packed),136.54,165,,
,Gur,53.99,130,,
,Tea Loose,265.69,520,,
,Salt Pack (Iodised),22.56,31,,
,Potato,33.22,70,,
,Onion,41.97,80,,
,Tomato,38.13,100,,
