Date 19/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.24,63,,
Unit:(Rs./Kg.),Wheat,31.69,54,,
,Atta (Wheat),37.14,69,,
,Gram Dal,87.44,140,,
,Tur/Arhar Dal,116.08,182,,
,Urad Dal,114.18,170,,
,Moong Dal,110.68,150,,
,Masoor Dal,89.58,140,,
,Sugar,46.57,60,,
,Milk @,59.37,85,,
,Groundnut Oil (Packed),188.13,254,,
,Mustard Oil (Packed),188.54,257,,
,Vanaspati (Packed),157.32,264,,
,Soya Oil (Packed),147.68,198,,
,Sunflower Oil (Packed),162.47,253,,
,Palm Oil (Packed),132.4,190,,
,Gur,57.18,137,,
,Tea Loose,273.34,600,,
,Salt Pack (Iodised),21.61,34,,
,Potato,25.28,52,,
,Onion,27.48,60,,
,Tomato,39.5,120,,
