Date 10/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.96,63,,
Unit:(Rs./Kg.),Wheat,31.77,54,,
,Atta (Wheat),37.16,71,,
,Gram Dal,86.72,140,,
,Tur/Arhar Dal,115.32,182,,
,Urad Dal,113.55,152,,
,Moong Dal,110.28,148,,
,Masoor Dal,89.5,134,,
,Sugar,46.52,60,,
,Milk @,59.27,83,,
,Groundnut Oil (Packed),187.34,280,,
,Mustard Oil (Packed),186.86,246,,
,Vanaspati (Packed),156.63,231,,
,Soya Oil (Packed),146.4,198,,
,Sunflower Oil (Packed),164.45,242,,
,Palm Oil (Packed),133.01,187,,
,Gur,57.34,128,,
,Tea Loose,271.33,560,,
,Salt Pack (Iodised),21.37,35,,
,Potato,26.5,52,,
,Onion,26.84,60,,
,Tomato,38.61,120,,
