Date 22/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.73,63,,
Unit:(Rs./Kg.),Wheat,31.63,54,,
,Atta (Wheat),36.94,71,,
,Gram Dal,86.54,140,,
,Tur/Arhar Dal,115.1,182,,
,Urad Dal,113.71,152,,
,Moong Dal,110.37,150,,
,Masoor Dal,89.11,131,,
,Sugar,46.47,60,,
,Milk @,59.25,84,,
,Groundnut Oil (Packed),185.74,280,,
,Mustard Oil (Packed),186.66,249,,
,Vanaspati (Packed),156.25,231,,
,Soya Oil (Packed),146.53,198,,
,Sunflower Oil (Packed),164.71,231,,
,Palm Oil (Packed),132.85,167,,
,Gur,56.75,125,,
,Tea Loose,270.07,600,,
,Salt Pack (Iodised),21.24,35,,
,Potato,26.68,58,,
,Onion,26.45,62,,
,Tomato,48.21,120,,
