Date 13/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.36,68,,
Unit:(Rs./Kg.),Wheat,32.19,58,,
,Atta (Wheat),37.25,70,,
,Gram Dal,94.09,140,,
,Tur/Arhar Dal,159.04,191,,
,Urad Dal,124.01,167,,
,Moong Dal,114.57,160,,
,Masoor Dal,89.42,140,,
,Sugar,44.76,60,,
,Milk @,58.96,82,,
,Groundnut Oil (Packed),194.06,271,,
,Mustard Oil (Packed),169.14,221,,
,Vanaspati (Packed),145.81,213,,
,Soya Oil (Packed),143.72,198,,
,Sunflower Oil (Packed),153.49,195,,
,Palm Oil (Packed),134.29,176,,
,Gur,55.07,130,,
,Tea Loose,272.04,520,,
,Salt Pack (Iodised),22.02,31,,
,Potato,37.38,80,,
,Onion,52.5,110,,
,Tomato,47.77,130,,
