Date 21/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.98,65,,
Unit:(Rs./Kg.),Wheat,32.51,68,,
,Atta (Wheat),37.5,70,,
,Gram Dal,93.8,140,,
,Tur/Arhar Dal,157.81,189,,
,Urad Dal,123.75,170,,
,Moong Dal,114.2,150,,
,Masoor Dal,89.23,135,,
,Sugar,44.77,60,,
,Milk @,59.15,82,,
,Groundnut Oil (Packed),193.46,275,,
,Mustard Oil (Packed),169.38,218,,
,Vanaspati (Packed),146.98,209,,
,Soya Oil (Packed),144.45,194,,
,Sunflower Oil (Packed),154.39,209,,
,Palm Oil (Packed),134.83,176,,
,Gur,54.95,130,,
,Tea Loose,269.31,520,,
,Salt Pack (Iodised),22.01,31,,
,Potato,35.93,100,,
,Onion,48.75,101,,
,Tomato,43.92,120,,
