Date 23/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.35,64,,
Unit:(Rs./Kg.),Wheat,32.04,54,,
,Atta (Wheat),37.43,71,,
,Gram Dal,86.86,140,,
,Tur/Arhar Dal,114.55,182,,
,Urad Dal,113.87,157,,
,Moong Dal,110.81,148,,
,Masoor Dal,89.26,130,,
,Sugar,46.51,60,,
,Milk @,59.18,85,,
,Groundnut Oil (Packed),186.95,279,,
,Mustard Oil (Packed),188.02,246,,
,Vanaspati (Packed),157.23,231,,
,Soya Oil (Packed),146.77,192,,
,Sunflower Oil (Packed),163.85,231,,
,Palm Oil (Packed),133.11,170,,
,Gur,57.68,135,,
,Tea Loose,272.57,520,,
,Salt Pack (Iodised),21.49,35,,
,Potato,25.77,60,,
,Onion,26.48,60,,
,Tomato,38.58,120,,
