,Date 16/08/2026
Rice,44.96
Broken Rice,31.93
Wheat,31.47
Atta (Wheat),37.49
Gram Dal,85.28
Tur/Arhar Dal,121.82
Urad Dal,121.76
Moong Dal,110.37
Masoor Dal,87.95
Sugar,51.51
Milk @,59.7
Groundnut Oil (Packed),206.49
Mustard Oil (Packed),197.39
Vanaspati (Packed),164.97
Soya Oil (Packed),164.67
Sunflower Oil (Packed),190.79
Palm Oil (Packed),149.9
Gur,60.17
Tea Loose,265.81
Salt Pack (Iodised),22.79
Potato,21.75
Onion,35.85
Tomato,36.91
Bajra (whole),38.34
Jowar (whole),44.82
Maida (wheat),41.28
Ragi (whole),55.84
Suji (whole),44.79
Besan,95.31
Desi Ghee,696.34
Butter (Pasteurised),60.27
Eggs,84.03
Brinjal,41.39
Black Pepper (whole),87.96
Coriander (whole),41.78
Cummin Seed (whole),39.91
Red Chillies (whole),29.74
Turmeric (powder),16.29
Banana,48.84
Ginger,38.02
Garlic,42.19
