Date 30/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.08,63,,
Unit:(Rs./Kg.),Wheat,31.75,54,,
,Atta (Wheat),37.1,71,,
,Gram Dal,86.79,140,,
,Tur/Arhar Dal,115.15,180,,
,Urad Dal,113.49,170,,
,Moong Dal,110.44,150,,
,Masoor Dal,89.38,130,,
,Sugar,46.56,60,,
,Milk @,59.36,85,,
,Groundnut Oil (Packed),188,286,,
,Mustard Oil (Packed),187.38,257,,
,Vanaspati (Packed),156.05,231,,
,Soya Oil (Packed),146.24,198,,
,Sunflower Oil (Packed),164.19,231,,
,Palm Oil (Packed),132.94,187,,
,Gur,57.49,130,,
,Tea Loose,271.11,560,,
,Salt Pack (Iodised),21.4,35,,
,Potato,26.18,60,,
,Onion,26.72,60,,
,Tomato,39.26,120,,
