Date 12/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.08,64,,
Unit:(Rs./Kg.),Wheat,31.55,54,,
,Atta (Wheat),36.96,69,,
,Gram Dal,87.52,140,,
,Tur/Arhar Dal,116.28,182,,
,Urad Dal,114.22,170,,
,Moong Dal,110.51,148,,
,Masoor Dal,89.55,133,,
,Sugar,46.43,60,,
,Milk @,59.24,85,,
,Groundnut Oil (Packed),188.38,254,,
,Mustard Oil (Packed),188.85,249,,
,Vanaspati (Packed),156.53,231,,
,Soya Oil (Packed),147.18,198,,
,Sunflower Oil (Packed),162.44,253,,
,Palm Oil (Packed),132.16,190,,
,Gur,56.94,135,,
,Tea Loose,273.06,600,,
,Salt Pack (Iodised),21.4,33,,
,Potato,25.41,52,,
,Onion,27.69,60,,
,Tomato,41.96,120,,
