Date 18/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.3,64,,
Unit:(Rs./Kg.),Wheat,31.74,54,,
,Atta (Wheat),37.11,71,,
,Gram Dal,86.67,140,,
,Tur/Arhar Dal,115.81,190,,
,Urad Dal,113.77,155,,
,Moong Dal,110.51,148,,
,Masoor Dal,89.91,142,,
,Sugar,46.55,60,,
,Milk @,59.13,85,,
,Groundnut Oil (Packed),187.98,286,,
,Mustard Oil (Packed),186.81,257,,
,Vanaspati (Packed),156.58,231,,
,Soya Oil (Packed),146.94,198,,
,Sunflower Oil (Packed),165.56,242,,
,Palm Oil (Packed),132.83,187,,
,Gur,57.11,137,,
,Tea Loose,272.5,650,,
,Salt Pack (Iodised),21.57,36,,
,Potato,25.75,55,,
,Onion,28.68,60,,
,Tomato,49.64,120,,
